dataset,source_column,proposed_mapping,status
output_Pune_builderfloor.csv,Golf Course,UNKNOWN,needs_review
output_Pune_builderfloor.csv,ATM,UNKNOWN,needs_review
output_Pune_builderfloor.csv,Hospital,UNKNOWN,needs_review
output_Pune_plot.csv,location,locality,heuristic_mapped
output_Pune_plot.csv,area,builtup_area_sqft,heuristic_mapped
output_Pune_plot.csv,price,total_price,heuristic_mapped
output_Pune_plot.csv,price_currency,total_price,heuristic_mapped
output_Pune_plot.csv,status,property_status,heuristic_mapped
output_Pune_plot.csv,new/resale,UNKNOWN,needs_review
output_Pune_plot.csv,price_negotiable,total_price,heuristic_mapped
output_Pune_plot.csv,description,UNKNOWN,needs_review
output_Pune_plot.csv,security_deposit,UNKNOWN,needs_review
output_Pune_plot.csv,facing,UNKNOWN,needs_review
output_Pune_plot.csv,furnished,furnished,heuristic_mapped
output_Pune_plot.csv,age of property,property_age,heuristic_mapped
output_Pune_plot.csv,Lift(s),UNKNOWN,needs_review
output_Pune_plot.csv,Full Power Backup,UNKNOWN,needs_review
output_Pune_plot.csv,24 X 7 Security,UNKNOWN,needs_review
output_Pune_plot.csv,Children's play area,builtup_area_sqft,heuristic_mapped
output_Pune_plot.csv,Club House,UNKNOWN,needs_review
output_Pune_plot.csv,Gymnasium,UNKNOWN,needs_review
output_Pune_plot.csv,Swimming Pool,UNKNOWN,needs_review
output_Pune_plot.csv,Sports Facility,UNKNOWN,needs_review
output_Pune_plot.csv,Jogging Track,UNKNOWN,needs_review
output_Pune_plot.csv,Landscaped Gardens,UNKNOWN,needs_review
output_Pune_plot.csv,locality_score,UNKNOWN,needs_review
output_Pune_plot.csv,project_score,UNKNOWN,needs_review
output_Pune_plot.csv,builder_experience,UNKNOWN,needs_review
output_Pune_plot.csv,Multipurpose Room,UNKNOWN,needs_review
output_Pune_plot.csv,Intercom,UNKNOWN,needs_review
output_Pune_plot.csv,Maintenance Staff,UNKNOWN,needs_review
output_Pune_plot.csv,Car Parking,UNKNOWN,needs_review
output_Pune_plot.csv,Rain Water Harvesting,UNKNOWN,needs_review
output_Pune_plot.csv,Vaastu Compliant,UNKNOWN,needs_review
output_Pune_plot.csv,Indoor Games,UNKNOWN,needs_review
output_Pune_plot.csv,Golf Course,UNKNOWN,needs_review
output_Pune_plot.csv,Cafeteria,UNKNOWN,needs_review
output_Pune_plot.csv,ATM,UNKNOWN,needs_review
output_Pune_plot.csv,Hospital,UNKNOWN,needs_review
output_Pune_plot.csv,School,UNKNOWN,needs_review
output_Pune_plot.csv,Shopping Mall,pincode,heuristic_mapped
output_Pune_plot.csv,Staff Quarter,UNKNOWN,needs_review
output_Pune_villa.csv,location,locality,heuristic_mapped
output_Pune_villa.csv,area,builtup_area_sqft,heuristic_mapped
output_Pune_villa.csv,price,total_price,heuristic_mapped
output_Pune_villa.csv,price_currency,total_price,heuristic_mapped
output_Pune_villa.csv,status,property_status,heuristic_mapped
output_Pune_villa.csv,new/resale,UNKNOWN,needs_review
output_Pune_villa.csv,price_negotiable,total_price,heuristic_mapped
output_Pune_villa.csv,description,UNKNOWN,needs_review
output_Pune_villa.csv,security_deposit,UNKNOWN,needs_review
output_Pune_villa.csv,facing,UNKNOWN,needs_review
output_Pune_villa.csv,furnished,furnished,heuristic_mapped
output_Pune_villa.csv,age of property,property_age,heuristic_mapped
output_Pune_villa.csv,Lift(s),UNKNOWN,needs_review
output_Pune_villa.csv,Full Power Backup,UNKNOWN,needs_review
output_Pune_villa.csv,24 X 7 Security,UNKNOWN,needs_review
output_Pune_villa.csv,Children's play area,builtup_area_sqft,heuristic_mapped
output_Pune_villa.csv,Club House,UNKNOWN,needs_review
output_Pune_villa.csv,Gymnasium,UNKNOWN,needs_review
output_Pune_villa.csv,Swimming Pool,UNKNOWN,needs_review
output_Pune_villa.csv,Sports Facility,UNKNOWN,needs_review
output_Pune_villa.csv,Jogging Track,UNKNOWN,needs_review
output_Pune_villa.csv,Landscaped Gardens,UNKNOWN,needs_review
output_Pune_villa.csv,locality_score,UNKNOWN,needs_review
output_Pune_villa.csv,project_score,UNKNOWN,needs_review
output_Pune_villa.csv,builder_experience,UNKNOWN,needs_review
output_Pune_villa.csv,Rain Water Harvesting,UNKNOWN,needs_review
output_Pune_villa.csv,Car Parking,UNKNOWN,needs_review
output_Pune_villa.csv,Vaastu Compliant,UNKNOWN,needs_review
output_Pune_villa.csv,Golf Course,UNKNOWN,needs_review
output_Pune_villa.csv,Intercom,UNKNOWN,needs_review
output_Pune_villa.csv,Indoor Games,UNKNOWN,needs_review
output_Pune_villa.csv,Maintenance Staff,UNKNOWN,needs_review
output_Pune_villa.csv,Multipurpose Room,UNKNOWN,needs_review
output_Pune_villa.csv,ATM,UNKNOWN,needs_review
output_Pune_villa.csv,Cafeteria,UNKNOWN,needs_review
output_Pune_villa.csv,Staff Quarter,UNKNOWN,needs_review
output_Pune_villa.csv,Hospital,UNKNOWN,needs_review
output_Pune_villa.csv,School,UNKNOWN,needs_review
output_Pune_villa.csv,Shopping Mall,pincode,heuristic_mapped
RE_Combined_Data.xlsx,PROP_ID,UNKNOWN,needs_review
RE_Combined_Data.xlsx,PROPERTY_TYPE,property_type,heuristic_mapped
RE_Combined_Data.xlsx,CITY,city,heuristic_mapped
RE_Combined_Data.xlsx,ADDRESS,UNKNOWN,needs_review
RE_Combined_Data.xlsx,RESALE,UNKNOWN,needs_review
RE_Combined_Data.xlsx,OWNTYPE,property_type,heuristic_mapped
RE_Combined_Data.xlsx,BEDROOM_NUM,bhk,heuristic_mapped
RE_Combined_Data.xlsx,BATHROOM_NUM,bathrooms,heuristic_mapped
RE_Combined_Data.xlsx,BALCONY_NUM,UNKNOWN,needs_review
RE_Combined_Data.xlsx,PRICE_PER_UNIT_AREA,total_price,heuristic_mapped
RE_Combined_Data.xlsx,FURNISH,UNKNOWN,needs_review
RE_Combined_Data.xlsx,FACING,UNKNOWN,needs_review
RE_Combined_Data.xlsx,AGE,property_age,heuristic_mapped
RE_Combined_Data.xlsx,FLOOR_NUM,UNKNOWN,needs_review
RE_Combined_Data.xlsx,TOTAL_FLOOR,UNKNOWN,needs_review
RE_Combined_Data.xlsx,PROP_NAME,UNKNOWN,needs_review
RE_Combined_Data.xlsx,MIN_PRICE,total_price,heuristic_mapped
RE_Combined_Data.xlsx,MAX_PRICE,total_price,heuristic_mapped
RE_Combined_Data.xlsx,PRICE_SQFT,total_price,heuristic_mapped
RE_Combined_Data.xlsx,BUILDING_ID,UNKNOWN,needs_review
RE_Combined_Data.xlsx,CARPET_SQFT,builtup_area_sqft,heuristic_mapped
RE_Combined_Data.xlsx,SUPERBUILTUP_SQFT,builtup_area_sqft,heuristic_mapped
RE_Combined_Data.xlsx,BROKERAGE,property_age,heuristic_mapped
RE_Combined_Data.xlsx,MIN_AREA_SQFT,builtup_area_sqft,heuristic_mapped
RE_Combined_Data.xlsx,MAX_AREA_SQFT,builtup_area_sqft,heuristic_mapped
RE_Combined_Data.xlsx,EXPIRY_DATE,UNKNOWN,needs_review
RE_Combined_Data.xlsx,PRICE,total_price,heuristic_mapped
RE_Combined_Data.xlsx,CLASS_LABEL,UNKNOWN,needs_review
RE_Combined_Data.xlsx,TOTAL_LANDMARK_COUNT,UNKNOWN,needs_review
RE_Combined_Data.xlsx,CONTACT_COMPANY_NAME,UNKNOWN,needs_review
real_estate_dataset.json,real_estate_listings,UNKNOWN,needs_review
